delta,theta,alpha,beta,rms,label
1.8059930634234816e-10,2.8096938176618724e-11,4.3902649263171485e-12,1.1422348737457354e-11,1.7527106020651236e-05,5
1.8452788784841207e-10,2.2894086524364093e-11,4.053876401470504e-12,9.125226440673101e-12,1.988951831817827e-05,5
2.0508738427351324e-10,2.6623755640509795e-11,5.556121616582587e-12,1.6084778781158522e-11,1.939822751382993e-05,5
1.9266567367671506e-10,3.316805109170678e-11,5.978755311506879e-12,1.401838324374259e-11,1.7397195642181925e-05,5
2.3527234762577004e-10,3.5030145965909245e-11,6.725810440405467e-12,1.7813484802397722e-11,2.0582140783465286e-05,5
3.403262779335198e-10,7.046681954933405e-11,1.0219646883778309e-11,2.076293234684235e-11,2.5062991288759033e-05,5
2.544464808691012e-10,5.070305820269542e-11,6.383471218775291e-12,2.1157999316652693e-11,2.2340072840273963e-05,5
1.871972193905658e-10,3.128204524227752e-11,5.719517188733732e-12,2.022463988966093e-11,1.9323902763229593e-05,5
1.9238173790372767e-10,4.6465128864860816e-11,6.8848817122572425e-12,1.670220144080697e-11,1.8194789062021308e-05,5
3.156190672523689e-10,4.0941045241929254e-11,6.45901104308317e-12,1.698822759074159e-11,2.2496804382964597e-05,5
3.0576686551825364e-10,3.023529798479338e-11,5.94765905308531e-12,2.1905382247830425e-11,2.3053459116739548e-05,5
3.0086240762446344e-10,3.646701831674837e-11,7.816916469468742e-12,3.758940050235998e-11,2.2419241451729958e-05,5
2.5348833166958427e-10,4.230757200987119e-11,7.714961508760185e-12,1.8699531213565027e-11,2.1080775111396018e-05,5
2.9623850340164274e-10,5.84780923946347e-11,6.820259130958326e-12,1.3012761406968717e-11,2.148712944762099e-05,5
2.868663884408109e-10,4.9662099427786086e-11,9.283633518546707e-12,2.1974752013990548e-11,2.15641610214504e-05,5
2.9129207086704865e-10,4.886778257766195e-11,6.299090752229704e-12,1.381806206864953e-11,2.2832742524353666e-05,5
2.4637806147926485e-10,4.1345774523040216e-11,6.3184889394941695e-12,1.5217187705414888e-11,2.0992628983840192e-05,5
2.592512992126834e-10,3.55550325052808e-11,5.468864462069967e-12,1.8806425271912357e-11,2.133406582118194e-05,5
3.1590275797329377e-10,3.471026275567859e-11,4.821341558564178e-12,1.553488727535782e-11,2.410295885360775e-05,5
3.015392296863767e-10,5.185034873491828e-11,7.099228277698625e-12,1.270065687231898e-11,2.2911449408769298e-05,5
6.939082182692051e-10,6.954044450462678e-11,9.954998240965986e-12,1.885868551312767e-11,3.746571881900356e-05,5
4.0546031130646157e-10,6.054422227174322e-11,1.0349231161046875e-11,1.9154372649720615e-11,2.460475732977415e-05,5
2.9447242419296285e-10,8.012642268953008e-11,8.352001743016217e-12,1.410022779505886e-11,2.0958095239342588e-05,5
2.363162354185336e-10,5.2066518775295864e-11,7.373062112192391e-12,1.5178790465011965e-11,2.0606195918040074e-05,5
3.0520453285921e-10,5.953190730633181e-11,1.0007797063889171e-11,2.119450560215429e-11,2.4073728490238292e-05,5
2.0732612944233282e-10,4.4821315077888176e-11,7.0167398308215176e-12,1.6625919471862393e-11,1.914885322565055e-05,5
2.577487825685272e-10,5.0525059656391265e-11,7.1781891786747e-12,1.9640306933830827e-11,1.9640555062439088e-05,5
2.663342767738621e-10,5.7158562565127206e-11,7.51154153717053e-12,1.590565445805266e-11,1.997709746657707e-05,5
2.8133768453336406e-10,6.138007898560419e-11,9.543738749614944e-12,2.1911245364424713e-11,2.0763125841353076e-05,5
2.585861054543722e-10,3.991909021871275e-11,4.775419266107613e-12,1.926762690308767e-11,2.1227954576734547e-05,5
2.379750209550524e-10,6.103519548076322e-11,8.179541248969084e-12,1.5034115919928432e-11,1.9629943026383305e-05,5
2.4673103827711763e-10,5.224793481264174e-11,6.500754189508419e-12,1.536758316264268e-11,1.8450685602977478e-05,5
2.817588116673263e-10,5.244199833996023e-11,6.915346142566225e-12,1.270691685035237e-11,2.0460030443982144e-05,5
3.0846427825802755e-10,5.54132241321353e-11,8.020734979334385e-12,1.4289184036168114e-11,2.253475304863787e-05,5
5.442208256993189e-10,5.64535267503026e-11,9.420599198038921e-12,1.0163497866952695e-11,3.020316810389351e-05,5
3.111943515287414e-10,4.949184208271671e-11,4.967683777137018e-12,1.0164112762347302e-11,2.1318983612753955e-05,5
6.058159847212565e-10,3.822556352674252e-11,5.5893105639124085e-12,1.3855358711345943e-11,3.388894487069416e-05,5
4.614502619600605e-10,3.865228630376787e-11,7.309773909251085e-12,1.3498919429869146e-11,3.054606319316331e-05,5
3.547062795365905e-10,5.837866416867854e-11,8.116400667094277e-12,8.955316691303038e-12,2.4343869241673043e-05,5
3.300582657267632e-10,4.316587336435368e-11,6.052157293477222e-12,9.210952074919024e-12,2.4262673177417106e-05,5
3.5815045132522615e-10,4.42745821247354e-11,1.1323061603281716e-11,5.413392389487488e-11,2.7403007732089825e-05,5
3.8016700537034907e-10,4.842353117809294e-11,1.4216503045499578e-11,4.108947657902497e-11,2.701739426743142e-05,5
3.322511098171857e-10,3.737074192799224e-11,8.154371106674443e-12,3.045683548186502e-11,2.5761820608392933e-05,5
5.397684105088665e-10,4.5761002783692906e-11,9.801358929047053e-12,3.190688146241651e-11,3.075215962324099e-05,5
5.496040045546534e-10,1.0857576944477758e-10,1.9149300237458072e-11,4.618587291769355e-11,3.159132475649731e-05,5
4.4289735760462367e-10,8.942639524701525e-11,1.3500810795614978e-11,4.342566611235688e-11,2.7720992398692465e-05,5
4.0470236157943766e-10,6.831864098208616e-11,9.254200084528751e-12,1.919438519454837e-11,2.664594777779223e-05,5
3.34607931013182e-10,4.6427868826293453e-11,9.914739917163636e-12,2.987883833773498e-11,2.5076699050083697e-05,5
4.567951030095055e-10,6.732861035254338e-11,8.375677931804384e-12,1.635087160415949e-11,2.8425838572251314e-05,5
3.4131303449922983e-10,5.828584675185261e-11,8.332625135337445e-12,1.1523179010479562e-11,2.495899487550853e-05,5
3.644783422160263e-10,5.84812179711119e-11,7.755820709454145e-12,1.3656911417633562e-11,2.433089103839456e-05,5
2.8684694984476493e-10,4.015172130635222e-11,6.400031411571816e-12,1.5789017316865362e-11,2.2494704016007714e-05,5
3.489697759444256e-10,7.271332767082939e-11,7.463376241772149e-12,1.1583477671022186e-11,2.4099364581119e-05,5
4.0604996230309224e-10,6.247960158949018e-11,8.241897520326767e-12,1.6502747425551897e-11,2.5960418371723762e-05,5
3.565476959511978e-10,5.120655110818784e-11,1.3478239370805374e-11,4.4611883032386845e-11,2.435128600073684e-05,5
4.159717262592614e-10,7.477371052147633e-11,1.1300746769410965e-11,2.0415404188619312e-11,2.647117688472876e-05,5
4.035348612220325e-10,6.648364369000688e-11,1.0838771117907781e-11,3.628102723130217e-11,2.6014866968980753e-05,5
4.863488521768029e-10,6.630375512996374e-11,1.3126353330536013e-11,2.999402681307058e-11,3.349643629918978e-05,5
3.912597567396571e-10,6.342231162401874e-11,7.400324369983625e-12,9.439330053357611e-12,2.4150132769625607e-05,5
2.815553291652965e-10,4.810832421043608e-11,6.036713826412291e-12,8.388216176591597e-12,2.1116996401155448e-05,5
2.6603451361517693e-10,5.6931683521279935e-11,8.27540190888814e-12,9.043423714571505e-12,2.1332963370220086e-05,5
3.781238981441133e-10,5.00728856209536e-11,6.060293104017653e-12,7.858065707639535e-12,2.2250542735955586e-05,5
3.799680631584523e-10,4.3113196577045354e-11,7.273574820419247e-12,9.135063021459574e-12,2.45092899388299e-05,5
2.678763059142298e-10,3.494290349759107e-11,5.01625247631649e-12,1.0740709641089959e-11,2.0092047565863764e-05,5
1.9973418918186553e-10,3.687631624394833e-11,5.381451288708048e-12,8.262174429618417e-12,2.004448146484221e-05,5
4.1754124804409274e-10,5.84252063885842e-11,5.638787365056947e-12,9.07143736266641e-12,2.4194876328617696e-05,5
3.693751417857908e-10,3.224710702279185e-11,4.9609480679331305e-12,1.4162697227741094e-11,2.7994631012433288e-05,5
3.7395487395373165e-10,3.1332897511339514e-11,5.0182791587771265e-12,1.3081993073467951e-11,3.027247297050269e-05,5
2.7695014713936564e-10,3.5441411538457914e-11,6.502686876411875e-12,1.3976791614622268e-11,2.304375851107618e-05,5
2.8939705895023334e-10,5.103173723423711e-11,8.852254177118399e-12,1.8481906217605052e-11,2.167459604760602e-05,5
3.9654558092123477e-10,5.919488992510369e-11,7.947715507324389e-12,1.8422322864147985e-11,2.3813760972373806e-05,5
3.4381778576503103e-10,3.0819885600286426e-11,5.932868925962368e-12,1.5025999162733626e-11,2.360525362769804e-05,5
3.635989812490929e-10,5.702234270888579e-11,1.0630162420715342e-11,2.7377097446701963e-11,2.6173041011672897e-05,5
3.549258797664113e-10,4.91267852939431e-11,8.515175119251514e-12,2.4833277476204565e-11,2.5451023393637875e-05,5
5.123734263891027e-10,7.894839845052147e-11,9.932309947065947e-12,2.3146864953352444e-11,2.7329478935899737e-05,5
4.744164815617897e-10,5.681083969749374e-11,6.114784959556965e-12,1.6052210014872373e-11,2.7457422875597554e-05,5
3.6930793526880303e-10,3.9166651816348486e-11,5.56417653674221e-12,1.207831821635301e-11,2.2819259501247967e-05,5
4.210734348806267e-10,3.842661959860569e-11,6.836336329417804e-12,1.7428362890738068e-11,2.5903555028674577e-05,5
4.2398826471857654e-10,8.264791140744354e-11,1.3716431396966937e-11,3.667083935568101e-11,2.7005394239964506e-05,5
4.056992805277332e-10,5.173349570026016e-11,7.923079927300273e-12,1.3097867906692157e-11,2.6795964759162787e-05,5
3.676299557620514e-10,3.021511110427327e-11,4.641708660101701e-12,1.1927043498006082e-11,2.6172374395805993e-05,5
2.513578087813538e-10,4.365764967909295e-11,6.940076632082089e-12,1.5602598039755935e-11,2.0207581035637496e-05,5
1.6950123779786274e-10,3.0000925512688415e-11,5.7383204590938225e-12,1.7171832596710518e-11,2.0917266135701628e-05,5
3.609975896997434e-10,3.721342306066072e-11,5.488992015631335e-12,1.5530511781762178e-11,2.6313970604396518e-05,5
2.4971812508130024e-10,5.587913656595011e-11,9.19447328774203e-12,2.0211827646565715e-11,2.313766957584591e-05,5
2.6883259319862626e-10,4.7519333514442865e-11,6.046667096296675e-12,1.5296434936780785e-11,2.3547925980358752e-05,5
2.721039934922385e-10,4.7070789879107375e-11,6.4020016482409735e-12,9.904367881898542e-12,2.0867316720851133e-05,5
3.4870346705718306e-10,3.775167774984734e-11,6.484209136335597e-12,2.0104269068378785e-11,2.5534709593370658e-05,5
4.375564825450403e-10,3.8324539602427594e-11,5.8984438604877546e-12,1.5205521068517287e-11,2.580596830731413e-05,5
3.876183665195696e-10,6.148322467922251e-11,1.276963895399155e-11,4.1096411716543204e-11,2.6227826314924466e-05,5
5.189155860366805e-10,6.610730406332887e-11,1.664882980114935e-11,4.152767488342252e-11,2.9667638612213138e-05,5
3.3556420432277627e-10,2.7262897828899843e-11,4.174914821378092e-12,1.2754780535433443e-11,2.410627083110329e-05,5
2.467328792626406e-10,2.3558229783437692e-11,4.043475003615315e-12,1.2034272982372845e-11,2.2642352405396237e-05,5
3.228403319143561e-10,3.298168990807203e-11,1.022564960171373e-11,4.0711814933923444e-11,2.8087009836417505e-05,5
6.124582201361075e-10,3.9550031924420476e-11,8.548898024416694e-12,2.2877163687427986e-11,3.4410007151999124e-05,5
7.064627042671465e-10,3.761341930481484e-11,7.739046413263078e-12,1.812247503643773e-11,3.807452988090322e-05,5
2.2022916750757246e-10,2.2215993149612396e-11,4.264299817748956e-12,1.009875225866217e-11,1.9125379903063e-05,5
3.3917172575138617e-10,4.284507596904776e-11,6.969829881781207e-12,1.01518332701063e-11,2.558443123152989e-05,5
2.841197709143273e-10,4.223974570421321e-11,6.096385056661172e-12,8.13633873686562e-12,2.3124352185933768e-05,5
3.265687597323806e-10,3.6923764181784367e-11,5.7461402612775916e-12,1.0210860835587233e-11,2.2253436028585564e-05,5
2.2279400412282022e-10,2.231815258741104e-11,3.849344874677444e-12,7.792832548751508e-12,2.1157754988496367e-05,5
1.4031107637402303e-10,1.6036142983986688e-11,3.091860436721648e-12,5.7288031264761504e-12,1.6065717577507186e-05,5
3.7182773488801307e-10,2.771351634473488e-11,4.746871558534367e-12,1.0717734638209912e-11,2.4322419866686214e-05,5
3.172631370352268e-10,2.153381185291817e-11,4.190925489785972e-12,9.717173107773993e-12,2.826890192033148e-05,5
2.6166827885870745e-10,2.796236181242208e-11,5.464212717935738e-12,1.0255096331179866e-11,2.2057854069303746e-05,5
1.2937789276564685e-10,2.4457570077148892e-11,4.573717311889061e-12,1.295895780658349e-11,1.7252790447042056e-05,5
2.2803887027936666e-10,2.9089110922853185e-11,4.977647148289756e-12,1.1274926853342916e-11,2.032394153773077e-05,5
3.074894564499568e-10,3.790749764685388e-11,7.0792976997561835e-12,2.8094503899972657e-11,2.3864718159047757e-05,5
2.0810418823066526e-10,2.6374475056899e-11,4.6124447865316304e-12,8.518146650517374e-12,2.105128827107028e-05,5
2.2390148835476572e-10,2.6594588312367346e-11,3.5621203644890773e-12,8.736004444068891e-12,2.240344521400086e-05,5
3.9191708956950134e-10,2.9929406806551374e-11,6.110112605509158e-12,1.6692019585176076e-11,2.7844541214798763e-05,5
3.1124044649078013e-10,3.5833986201944935e-11,7.442286109311489e-12,3.019854467495953e-11,2.6297338999268692e-05,5
2.655370774601828e-10,2.380932015691305e-11,5.2877523942497814e-12,1.4067515313767315e-11,2.5748923102580765e-05,5
5.033910772108075e-10,3.496216087683975e-11,1.1726372896907344e-11,4.101180635795505e-11,3.508736366461391e-05,5
5.143875848890305e-10,5.977869042344694e-11,1.2535362729257858e-11,3.718115927924169e-11,3.2442720783684276e-05,5
4.105198057103677e-10,5.085383418216688e-11,9.612829115989278e-12,3.2098041571494456e-11,2.681646818964516e-05,5
4.18893165830849e-10,4.1640317248441745e-11,7.280031185381652e-12,2.168900008448118e-11,2.8745889806182803e-05,5
3.185258448145411e-10,4.881398560582678e-11,8.035128456074156e-12,1.7406709636710413e-11,2.4578015610498043e-05,5
2.4888647177930784e-10,4.114241629347311e-11,5.373157609277003e-12,1.7070584607245505e-11,2.316164014645933e-05,5
2.809491258824311e-10,2.6762230704463413e-11,5.440986522495493e-12,1.6762681324978537e-11,2.4568254699186894e-05,5
1.814385557733003e-10,1.5632274186720665e-11,4.418735079968266e-12,1.6838229392382725e-11,2.368539437962224e-05,5
5.894232374204862e-10,2.8497563416843873e-11,1.1258984660497761e-11,3.577488155805633e-11,3.461972550393658e-05,5
5.121903207642072e-10,3.334405201784453e-11,5.890167577583519e-12,1.908067594971222e-11,2.7067745102390347e-05,5
3.7799415650833475e-10,6.343539318851141e-11,8.752719435671514e-12,1.6197574717409947e-11,2.521992686966232e-05,5
3.4559084960351424e-10,5.1520949919162107e-11,6.758100489496592e-12,1.6208702692531153e-11,2.241065326455268e-05,5
2.310745465299805e-10,4.7266612783072445e-11,5.628850365049313e-12,1.6265642375521222e-11,1.9820248932961606e-05,5
2.6874421442956136e-10,4.215864922150653e-11,5.367929192655154e-12,1.7932702044399015e-11,2.466926965083587e-05,5
3.545318145704273e-10,6.040860035024204e-11,6.6454704413863124e-12,1.5946068307352064e-11,2.5299926596893973e-05,5
1.5442017371484143e-10,3.3674769854699437e-11,4.482554887289037e-12,1.5720143261903457e-11,1.7761453097910484e-05,5
2.606743519880664e-10,4.0507701912134655e-11,5.519002208846107e-12,1.5893888217248646e-11,2.0412552905221143e-05,5
1.6414044690707047e-10,3.9377912857902586e-11,4.926602078284267e-12,1.4824315204935574e-11,1.7408447604921308e-05,5
2.517292753538333e-10,3.435266571140965e-11,5.026903311437959e-12,1.5259938299628422e-11,1.9453440714013204e-05,5
2.376756055341155e-10,4.2609506548572244e-11,5.526323792030776e-12,2.0473551961573554e-11,2.1773342099100888e-05,5
4.992082226063438e-10,6.101409654431682e-11,1.0156470890008933e-11,1.8742010580084785e-11,2.7738620015602666e-05,5
2.497534649673205e-10,4.864912744981259e-11,7.944804210596612e-12,1.5246036033783725e-11,2.051674496367591e-05,5
3.147142317819288e-10,3.252733729039572e-11,6.095383130091348e-12,1.6303899182374846e-11,2.3071105316624003e-05,5
2.7147370212055963e-10,3.4654028246471566e-11,5.589099468702668e-12,1.488409281873971e-11,2.3051589658544543e-05,5
2.851499403689889e-10,4.053913163060682e-11,5.736446734765479e-12,1.2569448380732383e-11,2.365010342694042e-05,5
3.27480092536869e-10,4.7778102336500445e-11,6.930001830374271e-12,2.153601891999928e-11,2.327702783691631e-05,5
3.561748528275264e-10,5.624681224387633e-11,8.088727952777662e-12,2.2777788263871188e-11,2.39306083498366e-05,5
2.1519071864775666e-10,4.454399891263745e-11,7.40390932141241e-12,2.3328327192981905e-11,2.0018473401930155e-05,5
2.5720287842918723e-10,3.979585330153145e-11,7.062711482529113e-12,2.286576886342107e-11,2.1611052174512615e-05,5
3.069428110903636e-10,4.236050944837327e-11,6.4074867768147256e-12,1.3872917227741712e-11,2.398427760447672e-05,5
2.685087140692153e-10,3.905441492520046e-11,6.971225778344999e-12,1.6978657541646676e-11,2.177975208492145e-05,5
3.9568240227313664e-10,2.955206591195795e-11,5.344645847163137e-12,1.722339294364513e-11,2.659973998277274e-05,5
3.036127964489185e-10,3.7531568785729156e-11,6.90006573024573e-12,3.47849095829196e-11,2.5083230858910636e-05,5
5.131210662644968e-10,5.324415028631284e-11,8.855400287937934e-12,2.6086914264238827e-11,2.7929498924719345e-05,5
4.260316350259935e-10,4.295197000563911e-11,7.422357057911978e-12,1.8966024265185176e-11,2.8121827695406643e-05,5
2.625803319046383e-10,5.003763441759197e-11,8.014306960661019e-12,2.4541916101622135e-11,2.1661113200571172e-05,5
2.6814628904495925e-10,5.68137789087382e-11,8.683261074112169e-12,2.4002464727220697e-11,2.0934260909475055e-05,5
2.7562350118599533e-10,4.988994444840188e-11,7.712797332979206e-12,2.3367828158848875e-11,2.1894915924595616e-05,5
3.3492390003606913e-10,5.2648182480439235e-11,9.143769818589914e-12,2.3967634036478943e-11,2.3895854054066364e-05,5
3.3034502110206767e-10,4.527434066811841e-11,1.0744190687908143e-11,3.1033315808242735e-11,2.5408645032169057e-05,5
5.494206159326949e-10,8.901188423944327e-11,1.3665698879842374e-11,4.6218099976033384e-11,2.972715359199593e-05,5
5.398660578680691e-10,6.721464886238194e-11,1.30001065804448e-11,3.631424444115212e-11,3.232992770801957e-05,5
5.394073519421248e-10,8.024363886108596e-11,1.3016577834849059e-11,3.11360231760986e-11,3.111161671664169e-05,5
7.12334714643821e-10,5.793577491423721e-11,7.77000614293061e-12,1.918879574904574e-11,3.2688775482201995e-05,5
4.585516963138603e-10,6.390224776639345e-11,7.483272963467312e-12,1.3030736418069492e-11,2.7436738873602363e-05,5
4.112696323233493e-10,5.055389672115251e-11,6.180408165841687e-12,1.7144308419319046e-11,2.526512909567648e-05,5
3.4099186422016226e-10,3.7008835457381406e-11,6.5196576696985195e-12,1.712330978416192e-11,2.7914287736256463e-05,5
